pool_id,prediction,std,score
12070,0.29703325,0.483774,0.483774
12073,0.33664078,0.47550675,0.47550675
9893,-0.46408215,0.44256914,0.44256914
9871,0.12581912,0.43874577,0.43874577
9821,-0.0630066,0.43786773,0.43786773
13070,-0.86473817,0.43562606,0.43562606
9888,-0.22019677,0.42192906,0.42192906
4066,-0.4209047,0.41963318,0.41963318
11088,0.03221835,0.4190756,0.4190756
9915,-0.2644875,0.4140398,0.4140398
11227,-0.20615342,0.41290972,0.41290972
9875,0.147513,0.4095349,0.4095349
9873,0.09539698,0.4071462,0.4071462
9917,-0.019740602,0.40710607,0.40710607
4636,-0.041674316,0.40662193,0.40662193
9918,-0.08392714,0.40583155,0.40583155
12066,0.37032515,0.40303493,0.40303493
4195,-0.5195249,0.40031034,0.40031034
12172,0.4260892,0.39554957,0.39554957
4443,-0.44343883,0.3952386,0.3952386
