Index,Prediction,Uncertainty,Score
6886.0,0.7708754512709438,0.21536061123851613,0.8860401257477369
12961.0,0.7877088467203611,0.1623931240665326,0.8730791978370472
7560.0,0.7886065906605014,0.14788236820823208,0.8660066192418313
7564.0,0.7674909077858649,0.14567193114529986,0.8437752442547467
6882.0,0.7128754685116829,0.23963742169812552,0.842693497430586
7570.0,0.7470445448526611,0.17717296801126448,0.840865100704658
7182.0,0.7667439625404867,0.13578058590812825,0.8376340139220729
9567.0,0.698806902698378,0.24285170589360047,0.8307038837800963
7001.0,0.7363386213269395,0.16904504488545713,0.8256963361043687
9426.0,0.7777101263341185,0.09192012348658662,0.8250270472317542
12938.0,0.6825888147665802,0.24726909520677784,0.8173297194227835
6907.0,0.6592674614031842,0.27960098215534124,0.813727611002783
12986.0,0.7044493604668118,0.20107079093824973,0.8121225420676519
7025.0,0.7400426781281859,0.1342095926610707,0.8101836744731592
9432.0,0.7223681306496813,0.15733569695132643,0.8053069243325186
12844.0,0.759749694049219,0.08669868543241177,0.8043347322749077
7292.0,0.7429070992791923,0.11293606873924367,0.8015180978317977
7284.0,0.7422582354132886,0.11118102595313473,0.799927528831514
7640.0,0.7498802202618596,0.0968601313123082,0.7998725558038929
6903.0,0.6460874989866304,0.27598097594311666,0.7986495763957075
