Index,Prediction,Uncertainty,Score
6850.0,0.6901731698547179,0.5364162995968115,1.0086638311228135
12989.0,0.6694590368834118,0.5606303687263755,1.0060920127680584
9144.0,0.6749798994064675,0.5419096095649614,0.9982885458102686
9206.0,0.6784697581650144,0.5330404503175374,0.9954607187267785
7233.0,0.6809743154834004,0.5191863672490452,0.9883693079126341
7211.0,0.617837004638489,0.5970664127602718,0.9847144066561746
9168.0,0.6698790402198932,0.525514075769336,0.982325790321744
9387.0,0.6723593062836888,0.5125948375786102,0.9758496431791293
9733.0,0.6074726381221778,0.5965179826651994,0.9750022454385112
9139.0,0.6087483321660396,0.594554324456866,0.974734351353713
6871.0,0.6758639626061633,0.5033739755224065,0.9728932243939806
6864.0,0.6608019442171776,0.512804090356209,0.9652047104190845
9740.0,0.6597031145517411,0.5129920295507284,0.9643084227938388
9213.0,0.656747350922526,0.5157651452380304,0.9634465344285432
9169.0,0.6606366580103593,0.503336489274679,0.9586178179917167
9749.0,0.6576412648259266,0.5051894895452216,0.957077631923594
6860.0,0.658903392546801,0.5032166763845749,0.9569170908372323
9754.0,0.6005022551833201,0.5794307060452866,0.9564521408612088
9235.0,0.6662819483683489,0.49229980293941034,0.9564466061749068
9720.0,0.6562040562352492,0.504229409330883,0.9550838275493251
