Index,Prediction,Uncertainty,Score
13115.0,9.935172655457633e-48,inf,inf
6982.0,3.620862907604827e-128,inf,inf
6981.0,4.439533226214418e+31,inf,inf
6978.0,6.787136659726325e+41,inf,inf
6976.0,1.6279710672810285e-18,inf,inf
6974.0,2.5844262822120028e-28,inf,inf
13046.0,7.88006653150493e-109,inf,inf
13045.0,1.4111898560605353e+52,inf,inf
13044.0,1.1776135778411935e-93,inf,inf
13042.0,348706086.3431719,inf,inf
13068.0,1.348063872797569e-128,inf,inf
13066.0,1.4506471540002668e-79,inf,inf
2732.0,7.563177742480664e+35,inf,inf
2730.0,3.6508184484293537e-51,inf,inf
2728.0,8.793388588234329e+57,inf,inf
7024.0,3.549014447503805e-05,inf,inf
13117.0,1.0354643800669584e+22,inf,inf
13108.0,1.6324448217643603e+50,inf,inf
6994.0,9.312118768605619e-32,inf,inf
7015.0,5.457228301603335e-77,inf,inf
