Index,Prediction,Uncertainty,Score
8016.0,0.7497593272094781,0.010535659352249427,0.7550456626153934
7378.0,0.7496313357162302,0.010464465108686816,0.7548818278621795
7210.0,0.7495046979510077,0.01034950178837246,0.7546973127438573
10356.0,0.7496348819653725,0.010062169703174972,0.7546828496720371
10394.0,0.7495869841091398,0.010061520550702863,0.7546346258568891
7153.0,0.7494670326810244,0.010233161609675578,0.7546010783433987
11604.0,0.7499717439641744,0.009205159388824491,0.7545884464093265
9992.0,0.7495075502055415,0.010029509528839076,0.754539080974356
8149.0,0.7494939580846042,0.010029008969996365,0.7545252374867278
10074.0,0.749651138086509,0.009702268616197827,0.7545179688171925
9219.0,0.7493466324357766,0.010103341683027178,0.754415330553581
9224.0,0.7497528965964569,0.009269222776115747,0.7544018323156576
10549.0,0.7492449703713262,0.010254954078059875,0.7543899922147963
9095.0,0.7492817802081849,0.01017537292110715,0.7543867390967318
5585.0,0.7494902562795244,0.00973628817510275,0.7543742098806007
10151.0,0.7495642850995878,0.009557321079148083,0.754358178347873
10201.0,0.7503469766133721,0.007997180488671598,0.7543562208606778
11432.0,0.7493518507596406,0.009968856616696775,0.7543528562277929
7965.0,0.7494035662513989,0.009857782928443193,0.7543486666940403
10348.0,0.7492698444832726,0.010078356477896013,0.7543259681887584
