Index,Prediction,Uncertainty,Score
4389.0,3.2045736801811295,4308.2714782186185,4308.273861839716
13137.0,1.2948284562260024,1578.4799790631148,1578.4810412112731
11218.0,1.660512521270724,272.64397840250695,272.6540912228242
12551.0,1.226631397341302,29.265771545362245,29.317093978140385
11433.0,0.7706557033252738,13.677496917127003,13.720782365234731
6596.0,0.8183016425519775,7.182933808228386,7.274977743184827
11401.0,0.6758280027072701,7.111509879465099,7.1751660355706175
9328.0,0.773271778689721,4.582355401158692,4.709326682621192
7728.0,0.7629154702186459,4.202252663352124,4.33647236224078
8343.0,0.8408460347038499,3.755995179332277,3.935641145015076
8016.0,0.7707934440170997,3.7434762135911313,3.8959727952075567
8501.0,0.6500961730807839,3.7255526395170335,3.835733656273264
9335.0,0.5087848827568137,3.2574566810918038,3.3350747485824614
9204.0,0.6943696039699961,2.9740031265918887,3.128136169646695
9971.0,0.6615360494388928,2.9586377077704213,3.099816992164756
8767.0,0.662716535229677,2.9003122462985687,3.044566982236173
7923.0,0.7164821512997397,2.817426565358651,2.989162518158993
10022.0,0.7736737710064486,2.505596802887,2.7252368343169184
7645.0,0.741067776720168,2.225749380947816,2.4499130318801554
7412.0,0.9010225745800872,1.9688396578197795,2.318932503804327
