Index,Prediction,Uncertainty,Score
11080.0,0.7513700605020813,0.0015419488752813624,0.752141430484779
11081.0,0.751239870606109,0.001778294354201626,0.7521295439682916
11082.0,0.7513519864186502,0.0015502416352584092,0.752127507056958
11013.0,0.7513676585536456,0.0014956881318647364,0.7521158747879847
11008.0,0.7513213593142252,0.0015756483095950011,0.7521095965191247
10786.0,0.7514469439547323,0.0013073957389322377,0.7521009261561976
11004.0,0.7511576361166986,0.0018831033231566647,0.7520997778802345
11012.0,0.7513765227029425,0.0014418350874068064,0.7520977860932153
11006.0,0.7513436621975306,0.001459744180172251,0.7520738887945947
11003.0,0.7510592518956587,0.002019005073276125,0.7520694328707213
10999.0,0.751004914396819,0.0020943261447067263,0.7520528075242933
11000.0,0.7510721589867289,0.0019468998698164432,0.7520462397560825
11005.0,0.7509117221858956,0.0021533447380773785,0.7519891664318142
11014.0,0.750742877890412,0.0023954321077730434,0.7519415493465241
10998.0,0.7505895936119062,0.002549658915778963,0.751865505678047
11009.0,0.7505352203056179,0.0026060848163645955,0.7518393938520814
11010.0,0.7505274490811048,0.0025800598063527858,0.7518185876552057
10996.0,0.7501853228963774,0.0028751003683750165,0.7516242504393132
11011.0,0.7500443898415161,0.0028354207766529966,0.7514634400845082
10997.0,0.7499977154081465,0.0028627466551399694,0.7514304546250353
