pool_id,prediction,std,score
5676,0.8827206470331096,0.4489542796101313,-1.1122931840860009
5613,0.8028478558704027,0.5222353509693445,-1.1964440228309356
5653,0.8117218555261222,0.485589729749157,-1.2238772801784057
4246,0.7810098527936152,0.5129148519550418,-1.2545262243502202
5793,0.8068793148669106,0.4473879556092889,-1.2846732497312083
3491,0.7475579772641571,0.5065807448142999,-1.3366788234285805
5414,0.7752343983439393,0.4357348750662456,-1.377500449283407
5581,0.7296759915694996,0.4968715473696745,-1.3921719443962357
11902,0.7549056955887953,0.4570539568585852,-1.39478456807724
4646,0.7415618817232631,0.4761386443067981,-1.396980806266595
13170,0.7953627481760667,0.3556223031034632,-1.4459579317066518
5696,0.710410672409373,0.4680287041780396,-1.486164101458305
5389,0.7410696291526467,0.4217266870856571,-1.487512349426004
5677,0.6579896848217136,0.5066182157215804,-1.545234316795149
5736,0.6464736385742914,0.504540687287923,-1.5773160188908584
6049,0.738080639444532,0.3628175685370429,-1.6022930877617898
5655,0.644506654942531,0.4918369128364931,-1.6071246800428898
4037,0.7409677105652638,0.3295534514344537,-1.657956306618294
5632,0.5693619803299715,0.5251420615243084,-1.7268897904477694
3454,0.726798253221573,0.3123946940221263,-1.741754199405435
