pool_id,prediction,std,score
405,-0.4810067,1.849139,1.849139
2965,-0.8426622,1.8396304,1.8396304
4789,-0.41092676,1.831599,1.831599
200,-0.32177025,1.8248426,1.8248426
521,-0.35673255,1.8160263,1.8160263
267,-0.35232037,1.8157288,1.8157288
493,-0.37677106,1.8060805,1.8060805
12211,-0.7730353,1.7971989,1.7971989
123,-0.3933589,1.7921622,1.7921622
33,-0.28832597,1.7886643,1.7886643
281,-0.39445964,1.7877442,1.7877442
4720,-0.6064821,1.7843341,1.7843341
359,-0.4490398,1.7840918,1.7840918
148,-0.28086048,1.7833328,1.7833328
187,-0.2953099,1.7827764,1.7827764
345,-0.2589975,1.7791896,1.7791896
223,-0.44635576,1.7761251,1.7761251
147,-0.2663234,1.7687244,1.7687244
508,-0.42763925,1.7634254,1.7634254
457,-0.38088134,1.756886,1.756886
