pool_id,prediction,std,score
1388,400.66644,1430.1346,6.6753955
1553,400.6128,1430.1327,6.675353
855,400.6173,1430.1096,6.6753454
1313,400.60468,1430.128,6.675345
1516,400.59772,1430.1108,6.675331
1325,400.59027,1430.1152,6.6753273
1341,400.58377,1430.1132,6.675321
1402,400.57468,1430.1132,6.6753144
1547,400.5616,1430.1122,6.675304
1591,400.5538,1430.1113,6.6752977
1473,400.54398,1430.108,6.675288
1357,400.54285,1430.1046,6.675286
1484,400.523,1430.1104,6.675273
1414,400.52737,1430.1006,6.675272
996,400.47717,1430.1772,6.67527
1478,400.51566,1430.1094,6.675267
1521,400.5037,1430.1174,6.675262
2206,400.47324,1430.1576,6.675258
1922,400.49432,1430.1235,6.6752577
1777,400.49323,1430.1234,6.6752567
