Index,Prediction,Uncertainty,Score
12976.0,0.5922859113321025,0.6307517117219639,0.9863933900749144
2222.0,0.5885116864265453,0.625886144960731,0.9794859172931852
10283.0,0.5901259499629393,0.6237085385126815,0.9793134231175101
7068.0,0.5885157963184174,0.6159585316937045,0.9722096949938904
7278.0,0.5850196736901776,0.6197175371536187,0.9718712118650744
10292.0,0.585868666062444,0.6184070807814463,0.9716602735167024
873.0,0.5856968711618041,0.6178885944381076,0.97112811709258
8410.0,0.5879395007086547,0.6148107653958036,0.9708591684322102
10067.0,0.5920566976340689,0.6096300026758277,0.9707304000590965
1199.0,0.5855688703759098,0.6168924419679217,0.9702845495753213
10065.0,0.5946002647223894,0.6044258471547552,0.9692077647283507
10108.0,0.5858519032074171,0.6148729923000149,0.9690554645073075
2372.0,0.5927581044495017,0.6062154722934445,0.968867805618118
10041.0,0.5952360203087893,0.603099903105284,0.9688117391251405
9119.0,0.5977884134700889,0.5996916467613924,0.9686197111974912
9912.0,0.5885644889414277,0.6103171399179721,0.9681290958246392
6991.0,0.5844981864508593,0.6152045132496585,0.9681000069957376
2267.0,0.5844878259254401,0.61390039440317,0.9671353604816045
5205.0,0.5900599627418228,0.6063398278201326,0.9665572489799472
11233.0,0.5843344544374555,0.6132598281934712,0.9665303999790774
