Index,Prediction,Uncertainty,Score
6911.0,0.6974736960419572,0.289364234739549,0.8570040051122682
9417.0,0.6616114459696939,0.2665298343126774,0.8081643493555332
6907.0,0.6221129831016747,0.3269389392002609,0.8067010229578717
9702.0,0.7646200991944478,0.07832010148112922,0.8047822850481445
9438.0,0.7097418321797888,0.17853178056073335,0.8045992863366882
11036.0,0.7753722748959279,0.05343566821000734,0.8025502949730373
9541.0,0.7738974243989337,0.05618116419055152,0.8024976483684051
11456.0,0.7692032403758235,0.05844406248442945,0.798980143972823
9683.0,0.7688976915930723,0.05569128225647302,0.7972473826566775
12958.0,0.733563730954479,0.11712033767353612,0.7944576078498726
9595.0,0.7443920910713392,0.09531433573691139,0.7935732428385579
12890.0,0.7560520270633218,0.06980195780748377,0.7917581292002807
11532.0,0.7589763628642403,0.06219376705171198,0.7907100321427368
11525.0,0.7680566508695552,0.044368589399431675,0.7905612606977093
9602.0,0.7377618184026871,0.09908825648128394,0.7889676343154521
11584.0,0.7569605511797272,0.06268536093328325,0.7889518406944931
9714.0,0.7494346334116848,0.07411591097002701,0.7874082482294327
11615.0,0.7575874150084205,0.05710492717042015,0.7866777398792573
11601.0,0.7404457163487502,0.08820579736425238,0.7858608946156919
11609.0,0.7484066857473006,0.07243900796113721,0.7855021073685408
