Index,Prediction,Uncertainty,Score
4745.0,0.7430607171072598,0.03633421222349032,0.761449874008614
10335.0,0.7430607171072598,0.03633421222349032,0.761449874008614
10877.0,0.7281891267615662,0.06504057996634971,0.7614352188976281
11443.0,0.7278075394904505,0.06499898902150425,0.7610322883385922
10714.0,0.7425811453476774,0.036125633778390176,0.7608636130518278
10788.0,0.7420293395468088,0.03598842660122259,0.7602417006392894
10659.0,0.7419224806239801,0.0359489309914538,0.7601146467722141
10862.0,0.7414979666682848,0.0358343951429676,0.7596316038910702
10066.0,0.7413303392605198,0.03601677353721977,0.7595574235167709
9971.0,0.7264953327510277,0.06379135804374347,0.759090840480811
10925.0,0.7407677820802162,0.035732513366513285,0.7588494616858495
10671.0,0.7404715973333817,0.035660821333892034,0.7585166532838868
10459.0,0.7405478707845389,0.03526703311131363,0.7583912973650336
11159.0,0.7405478707845389,0.03526703311131363,0.7583912973650336
10466.0,0.7405478707845389,0.03526703311131363,0.7583912973650336
10465.0,0.7405478707845389,0.03526703311131363,0.7583912973650336
10468.0,0.7405478707845389,0.03526703311131363,0.7583912973650336
10460.0,0.7405478707845389,0.03526703311131363,0.7583912973650336
10462.0,0.7405478707845389,0.03526703311131363,0.7583912973650336
10461.0,0.7405478707845389,0.03526703311131363,0.7583912973650336
