Command,Sensor Data,Experiment ID,timestamp
"{'R': 20.0, 'Y': 80.0, 'B': 130.0, 'well': 'C9'}","{'ch583': 5255, 'ch670': 6158, 'ch510': 3432, 'ch410': 465, 'ch620': 7589, 'ch470': 2209, 'ch550': 4460, 'ch440': 1768}",d6617236,2025-02-21 18:08:42.061
"{'R': 50.0, 'Y': 90.0, 'B': 70.0, 'well': 'C10'}","{'ch583': 5633, 'ch670': 6420, 'ch510': 3476, 'ch410': 481, 'ch620': 8050, 'ch470': 2232, 'ch550': 4682, 'ch440': 1784}",9d026204,2025-02-21 18:20:33.337
"{'R': 50.0, 'Y': 90.0, 'B': 130.0, 'well': 'C11'}","{'ch583': 5670, 'ch670': 6448, 'ch510': 3522, 'ch410': 483, 'ch620': 8036, 'ch470': 2258, 'ch550': 4766, 'ch440': 1776}",66c84e64,2025-02-21 18:22:37.185
"{'R': 89.0, 'Y': 117.0, 'B': 92.0, 'well': 'C12'}","{'ch583': 6265, 'ch670': 6896, 'ch510': 3627, 'ch410': 511, 'ch620': 8752, 'ch470': 2323, 'ch550': 5131, 'ch440': 1805}",bc190862,2025-02-21 19:25:08.430
"{'R': 105.0, 'Y': 112.0, 'B': 82.0, 'well': 'D1'}","{'ch583': 4824, 'ch670': 5426, 'ch510': 2621, 'ch410': 383, 'ch620': 6846, 'ch470': 1682, 'ch550': 3721, 'ch440': 1316}",e677f0da,2025-02-21 19:27:13.742
"{'R': 100.0, 'Y': 100.0, 'B': 100.0, 'well': 'D2'}","{'ch583': 4466, 'ch670': 5224, 'ch510': 2466, 'ch410': 363, 'ch620': 6491, 'ch470': 1594, 'ch550': 3458, 'ch440': 1262}",4b9316a0,2025-02-21 19:29:18.358
"{'R': 86.0, 'Y': 114.0, 'B': 98.0, 'well': 'D3'}","{'ch583': 4427, 'ch670': 5270, 'ch510': 2492, 'ch410': 368, 'ch620': 6495, 'ch470': 1618, 'ch550': 3443, 'ch440': 1279}",f84650d5,2025-02-21 19:31:23.989
"{'R': 100.0, 'Y': 100.0, 'B': 100.0, 'well': 'D4'}","{'ch583': 4501, 'ch670': 5423, 'ch510': 2552, 'ch410': 379, 'ch620': 6674, 'ch470': 1663, 'ch550': 3503, 'ch440': 1334}",efc535d3,2025-02-21 19:33:33.166
"{'R': 100.0, 'Y': 100.0, 'B': 100.0, 'well': 'D5'}","{'ch583': 4657, 'ch670': 5606, 'ch510': 2661, 'ch410': 392, 'ch620': 6899, 'ch470': 1714, 'ch550': 3668, 'ch440': 1343}",b9114423,2025-02-21 19:35:36.755
"{'R': 100.0, 'Y': 127.0, 'B': 71.0, 'well': 'D6'}","{'ch583': 4807, 'ch670': 5715, 'ch510': 2674, 'ch410': 395, 'ch620': 7075, 'ch470': 1709, 'ch550': 3743, 'ch440': 1318}",25597b36,2025-02-21 19:37:44.698
"{'R': 100.0, 'Y': 100.0, 'B': 100.0, 'well': 'D7'}","{'ch583': 4666, 'ch670': 5620, 'ch510': 2689, 'ch410': 397, 'ch620': 6902, 'ch470': 1743, 'ch550': 3711, 'ch440': 1373}",17f6813d,2025-02-21 19:39:46.512
"{'R': 113.0, 'Y': 113.0, 'B': 73.0, 'well': 'D8'}","{'ch583': 4808, 'ch670': 5707, 'ch510': 2689, 'ch410': 400, 'ch620': 7071, 'ch470': 1734, 'ch550': 3770, 'ch440': 1343}",3525756b,2025-02-21 19:41:48.270
"{'R': 89.0, 'Y': 117.0, 'B': 92.0, 'well': 'D9'}","{'ch583': 4835, 'ch670': 5719, 'ch510': 2773, 'ch410': 405, 'ch620': 7073, 'ch470': 1774, 'ch550': 3862, 'ch440': 1369}",8df332d2,2025-02-21 19:46:00.372
"{'R': 113, 'Y': 113, 'B': 73, 'well': 'D10'}","{'ch583': 5070, 'ch670': 5914, 'ch510': 2834, 'ch410': 419, 'ch620': 7383, 'ch470': 1829, 'ch550': 4011, 'ch440': 1412}",4fa89144,2025-02-21 19:48:32.498
"{'R': 85, 'Y': 117, 'B': 97, 'well': 'D11'}","{'ch583': 5360, 'ch670': 6147, 'ch510': 3081, 'ch410': 444, 'ch620': 7680, 'ch470': 1966, 'ch550': 4334, 'ch440': 1514}",d4de12a7,2025-02-21 19:52:00.133
"{'R': 100, 'Y': 100, 'B': 100, 'well': 'D12'}","{'ch583': 5852, 'ch670': 6580, 'ch510': 3401, 'ch410': 490, 'ch620': 8275, 'ch470': 2217, 'ch550': 4781, 'ch440': 1775}",2e4bbb4a,2025-02-21 19:55:11.657
"{'R': 99, 'Y': 120, 'B': 80, 'well': 'E1'}","{'ch583': 4422, 'ch670': 5024, 'ch510': 2446, 'ch410': 356, 'ch620': 6303, 'ch470': 1560, 'ch550': 3443, 'ch440': 1233}",b1c53381,2025-02-21 19:58:35.536
"{'R': 75, 'Y': 149, 'B': 75, 'well': 'E2'}","{'ch583': 3994, 'ch670': 4770, 'ch510': 2264, 'ch410': 331, 'ch620': 5870, 'ch470': 1450, 'ch550': 3124, 'ch440': 1130}",ff65714d,2025-02-21 20:01:57.441
"{'R': 57, 'Y': 138, 'B': 103, 'well': 'E3'}","{'ch583': 3956, 'ch670': 4766, 'ch510': 2308, 'ch410': 333, 'ch620': 5847, 'ch470': 1453, 'ch550': 3139, 'ch440': 1123}",2ccc7a8d,2025-02-21 20:05:14.356
"{'R': 111, 'Y': 89, 'B': 98, 'well': 'E4'}","{'ch583': 4050, 'ch670': 4895, 'ch510': 2227, 'ch410': 334, 'ch620': 6021, 'ch470': 1436, 'ch550': 3131, 'ch440': 1129}",bcac8bf6,2025-02-21 20:08:18.967
"{'R': 113, 'Y': 51, 'B': 129, 'well': 'E5'}","{'ch583': 4089, 'ch670': 4999, 'ch510': 2286, 'ch410': 347, 'ch620': 6095, 'ch470': 1503, 'ch550': 3207, 'ch440': 1206}",b4aea041,2025-02-21 20:11:56.106
"{'R': 132, 'Y': 125, 'B': 41, 'well': 'E6'}","{'ch583': 4412, 'ch670': 5266, 'ch510': 2296, 'ch410': 356, 'ch620': 6562, 'ch470': 1494, 'ch550': 3307, 'ch440': 1159}",2e5d17ab,2025-02-21 20:14:58.793
"{'R': 143, 'Y': 107, 'B': 49, 'well': 'E7'}","{'ch583': 4490, 'ch670': 5356, 'ch510': 2307, 'ch410': 365, 'ch620': 6673, 'ch470': 1506, 'ch550': 3338, 'ch440': 1170}",097a2c49,2025-02-21 20:17:49.743
"{'R': 75, 'Y': 75, 'B': 149, 'well': 'E8'}","{'ch583': 4427, 'ch670': 5322, 'ch510': 2559, 'ch410': 378, 'ch620': 6532, 'ch470': 1661, 'ch550': 3539, 'ch440': 1312}",c8a93d91,2025-02-21 20:20:38.890
"{'R': 116, 'Y': 90, 'B': 92, 'well': 'E9'}","{'ch583': 4913, 'ch670': 5695, 'ch510': 2731, 'ch410': 410, 'ch620': 7156, 'ch470': 1781, 'ch550': 3862, 'ch440': 1431}",d7d05f96,2025-02-21 20:23:23.331
"{'R': 149, 'Y': 75, 'B': 75, 'well': 'E10'}","{'ch583': 5241, 'ch670': 5968, 'ch510': 2844, 'ch410': 430, 'ch620': 7559, 'ch470': 1864, 'ch550': 4090, 'ch440': 1489}",a114ddc2,2025-02-21 20:26:33.329
