Command,Sensor Data,Experiment ID,timestamp
"{'R': 100.0, 'Y': 190.0, 'B': 10.0, 'well': 'C9'}","{'ch583': 5653, 'ch670': 6387, 'ch510': 2961, 'ch410': 446, 'ch620': 8135, 'ch470': 1840, 'ch550': 4275, 'ch440': 1376}",6bedcf6d,2025-02-20 15:38:38.361
"{'R': 100.0, 'Y': 100.0, 'B': 100.0, 'well': 'B2'}","{'ch583': 5756, 'ch670': 6273, 'ch510': 3324, 'ch410': 461, 'ch620': 7961, 'ch470': 2139, 'ch550': 4653, 'ch440': 1702}",0cd8be3f,2025-02-20 23:32:41.403
"{'R': 10.0, 'Y': 235.0, 'B': 55.0, 'well': 'B3'}","{'ch583': 5776, 'ch670': 6355, 'ch510': 3681, 'ch410': 463, 'ch620': 8047, 'ch470': 2132, 'ch550': 4941, 'ch440': 1569}",0a3cea2c,2025-02-20 23:35:35.100
"{'R': 190.0, 'Y': 10.0, 'B': 100.0, 'well': 'B4'}","{'ch583': 5598, 'ch670': 6396, 'ch510': 3119, 'ch410': 461, 'ch620': 7977, 'ch470': 2061, 'ch550': 4447, 'ch440': 1721}",1ee8ed01,2025-02-20 23:37:37.439
"{'R': 10.0, 'Y': 100.0, 'B': 190.0, 'well': 'B5'}","{'ch583': 5517, 'ch670': 6398, 'ch510': 3752, 'ch410': 479, 'ch620': 7853, 'ch470': 2334, 'ch550': 4782, 'ch440': 1798}",74898f03,2025-02-20 23:39:39.585
"{'R': 145.0, 'Y': 55.0, 'B': 100.0, 'well': 'B6'}","{'ch583': 5752, 'ch670': 6605, 'ch510': 3321, 'ch410': 478, 'ch620': 8213, 'ch470': 2168, 'ch550': 4655, 'ch440': 1741}",0d28cdc9,2025-02-20 23:41:41.420
"{'R': 55.0, 'Y': 145.0, 'B': 100.0, 'well': 'B7'}","{'ch583': 5831, 'ch670': 6693, 'ch510': 3585, 'ch410': 485, 'ch620': 8324, 'ch470': 2238, 'ch550': 4859, 'ch440': 1711}",12cedd7b,2025-02-20 23:43:42.855
"{'R': 55.0, 'Y': 190.0, 'B': 55.0, 'well': 'B8'}","{'ch583': 6159, 'ch670': 6954, 'ch510': 3643, 'ch410': 499, 'ch620': 8737, 'ch470': 2241, 'ch550': 5037, 'ch440': 1696}",c73cb648,2025-02-20 23:45:43.965
"{'R': 235.0, 'Y': 10.0, 'B': 55.0, 'well': 'B9'}","{'ch583': 6241, 'ch670': 7090, 'ch510': 3255, 'ch410': 500, 'ch620': 8966, 'ch470': 2161, 'ch550': 4747, 'ch440': 1772}",6dc4f59d,2025-02-20 23:47:44.601
"{'R': 145.0, 'Y': 145.0, 'B': 10.0, 'well': 'B10'}","{'ch583': 7018, 'ch670': 7630, 'ch510': 3492, 'ch410': 534, 'ch620': 9909, 'ch470': 2265, 'ch550': 5161, 'ch440': 1762}",00e6d5a2,2025-02-20 23:49:44.903
"{'R': 10.0, 'Y': 145.0, 'B': 145.0, 'well': 'B11'}","{'ch583': 6447, 'ch670': 7234, 'ch510': 4061, 'ch410': 536, 'ch620': 9071, 'ch470': 2471, 'ch550': 5413, 'ch440': 1862}",edcccce4,2025-02-20 23:51:44.916
"{'R': 10.0, 'Y': 10.0, 'B': 280.0, 'well': 'B12'}","{'ch583': 6315, 'ch670': 7013, 'ch510': 4239, 'ch410': 570, 'ch620': 8738, 'ch470': 2826, 'ch550': 5451, 'ch440': 2401}",367fb611,2025-02-20 23:53:44.487
"{'R': 100.0, 'Y': 10.0, 'B': 190.0, 'well': 'C1'}","{'ch583': 4729, 'ch670': 5330, 'ch510': 2829, 'ch410': 404, 'ch620': 6617, 'ch470': 1873, 'ch550': 3893, 'ch440': 1611}",15d70032,2025-02-20 23:55:47.910
"{'R': 100.0, 'Y': 100.0, 'B': 100.0, 'well': 'C2'}","{'ch583': 4537, 'ch670': 5243, 'ch510': 2640, 'ch410': 375, 'ch620': 6509, 'ch470': 1688, 'ch550': 3656, 'ch440': 1328}",906264c4,2025-02-20 23:57:51.028
"{'R': 10.0, 'Y': 280.0, 'B': 10.0, 'well': 'C3'}","{'ch583': 5075, 'ch670': 5642, 'ch510': 2997, 'ch410': 398, 'ch620': 7186, 'ch470': 1699, 'ch550': 4159, 'ch440': 1237}",92f0671f,2025-02-20 23:59:53.730
"{'R': 235.0, 'Y': 55.0, 'B': 10.0, 'well': 'C4'}","{'ch583': 5147, 'ch670': 5940, 'ch510': 2525, 'ch410': 400, 'ch620': 7557, 'ch470': 1631, 'ch550': 3693, 'ch440': 1288}",1911e790,2025-02-21 00:01:56.140
"{'R': 55.0, 'Y': 235.0, 'B': 10.0, 'well': 'C5'}","{'ch583': 5504, 'ch670': 6299, 'ch510': 2902, 'ch410': 430, 'ch620': 8000, 'ch470': 1768, 'ch550': 4150, 'ch440': 1317}",1b953239,2025-02-21 00:03:58.305
"{'R': 190.0, 'Y': 100.0, 'B': 10.0, 'well': 'C6'}","{'ch583': 5542, 'ch670': 6440, 'ch510': 2682, 'ch410': 431, 'ch620': 8192, 'ch470': 1736, 'ch550': 3935, 'ch440': 1349}",02292001,2025-02-21 00:05:59.954
"{'R': 10.0, 'Y': 190.0, 'B': 100.0, 'well': 'C7'}","{'ch583': 5139, 'ch670': 6166, 'ch510': 3094, 'ch410': 428, 'ch620': 7603, 'ch470': 1849, 'ch550': 4150, 'ch440': 1364}",f30bede4,2025-02-21 00:08:01.393
"{'R': 55.0, 'Y': 55.0, 'B': 190.0, 'well': 'C8'}","{'ch583': 4838, 'ch670': 5864, 'ch510': 2951, 'ch410': 419, 'ch620': 7123, 'ch470': 1881, 'ch550': 3961, 'ch440': 1480}",0bc0d933,2025-02-21 00:10:02.472
"{'R': 10.0, 'Y': 190.0, 'B': 100.0, 'well': 'C9'}","{'ch583': 4985, 'ch670': 5965, 'ch510': 3181, 'ch410': 423, 'ch620': 7321, 'ch470': 1900, 'ch550': 4182, 'ch440': 1400}",aaa133b1,2025-02-21 00:21:18.505
"{'R': 55.0, 'Y': 55.0, 'B': 190.0, 'well': 'C10'}","{'ch583': 4889, 'ch670': 5843, 'ch510': 3107, 'ch410': 428, 'ch620': 7110, 'ch470': 1985, 'ch550': 4127, 'ch440': 1555}",20068c4a,2025-02-21 00:23:19.295
"{'R': 55.0, 'Y': 10.0, 'B': 235.0, 'well': 'C11'}","{'ch583': 5034, 'ch670': 5887, 'ch510': 3267, 'ch410': 454, 'ch620': 7177, 'ch470': 2187, 'ch550': 4314, 'ch440': 1834}",61e20330,2025-02-21 00:25:19.326
"{'R': 280.0, 'Y': 10.0, 'B': 10.0, 'well': 'C12'}","{'ch583': 6218, 'ch670': 6842, 'ch510': 3276, 'ch410': 497, 'ch620': 8790, 'ch470': 2186, 'ch550': 4768, 'ch440': 1773}",1dea6a1e,2025-02-21 00:27:18.948
"{'R': 10.0, 'Y': 55.0, 'B': 235.0, 'well': 'D1'}","{'ch583': 4056, 'ch670': 4779, 'ch510': 2723, 'ch410': 358, 'ch620': 5786, 'ch470': 1743, 'ch550': 3444, 'ch440': 1402}",ffe3e325,2025-02-21 00:29:22.616
"{'R': 55.0, 'Y': 100.0, 'B': 145.0, 'well': 'D2'}","{'ch583': 3857, 'ch670': 4664, 'ch510': 2398, 'ch410': 328, 'ch620': 5650, 'ch470': 1498, 'ch550': 3176, 'ch440': 1150}",ab896b64,2025-02-21 00:31:25.943
