Command,Sensor Data,Experiment ID,timestamp
"{'R': 79.0, 'Y': 81.0, 'B': 140.0, 'well': 'B10'}","{'ch583': 6902, 'ch670': 7721, 'ch510': 4051, 'ch410': 570, 'ch620': 9761, 'ch470': 2600, 'ch550': 5642, 'ch440': 2076}",f12e89e1,2025-02-21 21:22:15.327
"{'R': 99.0, 'Y': 167.0, 'B': 34.0, 'well': 'B11'}","{'ch583': 7545, 'ch670': 8137, 'ch510': 4075, 'ch410': 588, 'ch620': 10529, 'ch470': 2584, 'ch550': 5898, 'ch440': 2018}",f46821a0,2025-02-21 21:24:14.967
"{'R': 103.0, 'Y': 112.0, 'B': 85.0, 'well': 'B12'}","{'ch583': 7658, 'ch670': 8220, 'ch510': 4268, 'ch410': 611, 'ch620': 10624, 'ch470': 2727, 'ch550': 6137, 'ch440': 2175}",01813117,2025-02-21 21:26:14.846
"{'R': 191.0, 'Y': 33.0, 'B': 76.0, 'well': 'C1'}","{'ch583': 5559, 'ch670': 6155, 'ch510': 2951, 'ch410': 441, 'ch620': 7847, 'ch470': 1926, 'ch550': 4260, 'ch440': 1598}",7cfe1c59,2025-02-21 21:28:18.688
"{'R': 108.0, 'Y': 113.0, 'B': 79.0, 'well': 'C2'}","{'ch583': 5273, 'ch670': 6045, 'ch510': 2888, 'ch410': 425, 'ch620': 7605, 'ch470': 1848, 'ch550': 4086, 'ch440': 1468}",bd027c75,2025-02-21 21:30:21.904
"{'R': 125.0, 'Y': 89.0, 'B': 86.0, 'well': 'C3'}","{'ch583': 5177, 'ch670': 6071, 'ch510': 2817, 'ch410': 420, 'ch620': 7572, 'ch470': 1817, 'ch550': 3988, 'ch440': 1444}",c0f2a8f0,2025-02-21 21:32:24.862
"{'R': 47.0, 'Y': 91.0, 'B': 162.0, 'well': 'C4'}","{'ch583': 5032, 'ch670': 6026, 'ch510': 3000, 'ch410': 425, 'ch620': 7389, 'ch470': 1904, 'ch550': 4046, 'ch440': 1492}",9565c66c,2025-02-21 21:34:27.354
"{'R': 79.0, 'Y': 146.0, 'B': 75.0, 'well': 'C5'}","{'ch583': 5496, 'ch670': 6481, 'ch510': 3128, 'ch410': 450, 'ch620': 8065, 'ch470': 1958, 'ch550': 4332, 'ch440': 1506}",b9f0ef8d,2025-02-21 21:36:29.871
"{'R': 80.0, 'Y': 180.0, 'B': 40.0, 'well': 'C6'}","{'ch583': 5893, 'ch670': 6831, 'ch510': 3208, 'ch410': 469, 'ch620': 8616, 'ch470': 1996, 'ch550': 4525, 'ch440': 1521}",08132c21,2025-02-21 21:38:31.765
"{'R': 56.0, 'Y': 153.0, 'B': 91.0, 'well': 'C7'}","{'ch583': 5724, 'ch670': 6744, 'ch510': 3262, 'ch410': 469, 'ch620': 8409, 'ch470': 2015, 'ch550': 4518, 'ch440': 1533}",c390a8b9,2025-02-21 21:40:34.106
"{'R': 90.0, 'Y': 128.0, 'B': 82.0, 'well': 'C8'}","{'ch583': 5719, 'ch670': 6746, 'ch510': 3160, 'ch410': 467, 'ch620': 8411, 'ch470': 1988, 'ch550': 4458, 'ch440': 1523}",de9d4592,2025-02-21 21:42:35.268
"{'R': 193.0, 'Y': 56.0, 'B': 51.0, 'well': 'C9'}","{'ch583': 5976, 'ch670': 6968, 'ch510': 3083, 'ch410': 482, 'ch620': 8797, 'ch470': 2006, 'ch550': 4484, 'ch440': 1596}",e222d4b1,2025-02-21 21:44:37.106
