Command,Sensor Data,Experiment ID,timestamp
"{'R': 141.0, 'Y': 28.0, 'B': 131.0, 'well': 'D4'}","{'ch583': 4158, 'ch670': 5067, 'ch510': 2281, 'ch410': 353, 'ch620': 6191, 'ch470': 1489, 'ch550': 3220, 'ch440': 1213}",1bf2c13e,2025-02-20 19:05:58.131
"{'R': 75.0, 'Y': 206.0, 'B': 19.0, 'well': 'D5'}","{'ch583': 4740, 'ch670': 5556, 'ch510': 2423, 'ch410': 375, 'ch620': 6997, 'ch470': 1518, 'ch550': 3512, 'ch440': 1140}",11db7a91,2025-02-20 19:08:00.238
"{'R': 64.0, 'Y': 97.0, 'B': 139.0, 'well': 'D6'}","{'ch583': 4264, 'ch670': 5267, 'ch510': 2464, 'ch410': 364, 'ch620': 6400, 'ch470': 1563, 'ch550': 3377, 'ch440': 1203}",01b47004,2025-02-20 19:10:02.144
"{'R': 142.0, 'Y': 97.0, 'B': 61.0, 'well': 'D7'}","{'ch583': 4570, 'ch670': 5524, 'ch510': 2382, 'ch410': 375, 'ch620': 6842, 'ch470': 1544, 'ch550': 3427, 'ch440': 1200}",a7c5bd2b,2025-02-20 19:12:03.637
"{'R': 123.0, 'Y': 154.0, 'B': 23.0, 'well': 'D8'}","{'ch583': 5027, 'ch670': 5915, 'ch510': 2463, 'ch410': 396, 'ch620': 7459, 'ch470': 1591, 'ch550': 3615, 'ch440': 1218}",33d59ca0,2025-02-20 19:14:04.739
"{'R': 14.0, 'Y': 145.0, 'B': 141.0, 'well': 'D9'}","{'ch583': 4674, 'ch670': 5698, 'ch510': 2814, 'ch410': 398, 'ch620': 6961, 'ch470': 1729, 'ch550': 3771, 'ch440': 1297}",62197152,2025-02-20 19:16:05.495
"{'R': 82.0, 'Y': 54.0, 'B': 164.0, 'well': 'D10'}","{'ch583': 4726, 'ch670': 5698, 'ch510': 2746, 'ch410': 406, 'ch620': 6970, 'ch470': 1789, 'ch550': 3808, 'ch440': 1412}",7ce0890b,2025-02-20 19:18:06.023
"{'R': 170.0, 'Y': 92.0, 'B': 38.0, 'well': 'D11'}","{'ch583': 5706, 'ch670': 6452, 'ch510': 2932, 'ch410': 456, 'ch620': 8218, 'ch470': 1928, 'ch550': 4299, 'ch440': 1526}",4bfd5e41,2025-02-20 19:20:06.164
"{'R': 177.0, 'Y': 11.0, 'B': 112.0, 'well': 'D12'}","{'ch583': 5860, 'ch670': 6635, 'ch510': 3111, 'ch410': 482, 'ch620': 8370, 'ch470': 2084, 'ch550': 4576, 'ch440': 1709}",a0872e97,2025-02-20 19:22:06.080
"{'R': 143.0, 'Y': 107.0, 'B': 50.0, 'well': 'E1'}","{'ch583': 4429, 'ch670': 4989, 'ch510': 2267, 'ch410': 344, 'ch620': 6335, 'ch470': 1440, 'ch550': 3288, 'ch440': 1128}",506ec6c0,2025-02-20 19:24:09.728
"{'R': 131.0, 'Y': 109.0, 'B': 60.0, 'well': 'E2'}","{'ch583': 3942, 'ch670': 4703, 'ch510': 2006, 'ch410': 315, 'ch620': 5855, 'ch470': 1287, 'ch550': 2896, 'ch440': 997}",c347b98e,2025-02-20 19:26:12.958
"{'R': 140.0, 'Y': 71.0, 'B': 89.0, 'well': 'E3'}","{'ch583': 3721, 'ch670': 4572, 'ch510': 1936, 'ch410': 307, 'ch620': 5618, 'ch470': 1256, 'ch550': 2772, 'ch440': 985}",ec900c11,2025-02-20 19:28:15.893
"{'R': 86.0, 'Y': 85.0, 'B': 129.0, 'well': 'E4'}","{'ch583': 3590, 'ch670': 4510, 'ch510': 2006, 'ch410': 306, 'ch620': 5451, 'ch470': 1293, 'ch550': 2785, 'ch440': 1003}",20de482c,2025-02-20 19:30:18.638
"{'R': 75.0, 'Y': 206.0, 'B': 19.0, 'well': 'E5'}","{'ch583': 4105, 'ch670': 4967, 'ch510': 2115, 'ch410': 331, 'ch620': 6169, 'ch470': 1328, 'ch550': 3042, 'ch440': 994}",18f42928,2025-02-20 19:32:20.742
"{'R': 119.0, 'Y': 116.0, 'B': 65.0, 'well': 'E6'}","{'ch583': 4038, 'ch670': 4986, 'ch510': 2094, 'ch410': 333, 'ch620': 6130, 'ch470': 1348, 'ch550': 3011, 'ch440': 1036}",323e9de2,2025-02-20 19:34:22.577
"{'R': 123.0, 'Y': 154.0, 'B': 23.0, 'well': 'E7'}","{'ch583': 4419, 'ch670': 5309, 'ch510': 2202, 'ch410': 353, 'ch620': 6643, 'ch470': 1409, 'ch550': 3204, 'ch440': 1073}",38d77c0c,2025-02-20 19:36:24.300
"{'R': 165.0, 'Y': 25.0, 'B': 110.0, 'well': 'E8'}","{'ch583': 4151, 'ch670': 5145, 'ch510': 2176, 'ch410': 350, 'ch620': 6282, 'ch470': 1443, 'ch550': 3136, 'ch440': 1164}",5aab38dd,2025-02-20 19:38:25.486
