Command,Sensor Data,Experiment ID,timestamp
"{'R': 1.0, 'Y': 298.0, 'B': 1.0, 'well': 'B8'}","{'ch583': 7596, 'ch670': 7852, 'ch510': 4628, 'ch410': 588, 'ch620': 10299, 'ch470': 2649, 'ch550': 6456, 'ch440': 2044}",cbe26612,2025-02-19 06:36:46.141
"{'R': 1.0, 'Y': 1.0, 'B': 298.0, 'well': 'B9'}","{'ch583': 6355, 'ch670': 7037, 'ch510': 4498, 'ch410': 590, 'ch620': 8792, 'ch470': 3030, 'ch550': 5579, 'ch440': 2723}",dc4ad4f9,2025-02-19 06:38:46.897
"{'R': 298.0, 'Y': 1.0, 'B': 1.0, 'well': 'B10'}","{'ch583': 7298, 'ch670': 7792, 'ch510': 3880, 'ch410': 578, 'ch620': 10216, 'ch470': 2591, 'ch550': 5556, 'ch440': 2193}",a3b72ae6,2025-02-19 06:40:47.181
"{'R': 1.0, 'Y': 149.0, 'B': 149.0, 'well': 'B11'}","{'ch583': 6869, 'ch670': 7489, 'ch510': 4573, 'ch410': 579, 'ch620': 9520, 'ch470': 2805, 'ch550': 5939, 'ch440': 2215}",08ab89d9,2025-02-19 06:42:47.398
"{'R': 149.0, 'Y': 149.0, 'B': 1.0, 'well': 'B12'}","{'ch583': 8026, 'ch670': 8286, 'ch510': 4306, 'ch410': 621, 'ch620': 10968, 'ch470': 2768, 'ch550': 6209, 'ch440': 2250}",969c3643,2025-02-19 06:44:47.212
"{'R': 149.0, 'Y': 1.0, 'B': 149.0, 'well': 'C1'}","{'ch583': 5126, 'ch670': 5660, 'ch510': 3004, 'ch410': 431, 'ch620': 7116, 'ch470': 2017, 'ch550': 4186, 'ch440': 1800}",0f5f5a14,2025-02-19 06:46:50.687
"{'R': 110.0, 'Y': 77.0, 'B': 112.0, 'well': 'C2'}","{'ch583': 4815, 'ch670': 5467, 'ch510': 2826, 'ch410': 400, 'ch620': 6834, 'ch470': 1874, 'ch550': 3907, 'ch440': 1580}",d968ad8e,2025-02-19 06:48:53.981
"{'R': 127.0, 'Y': 130.0, 'B': 42.0, 'well': 'C3'}","{'ch583': 5023, 'ch670': 5692, 'ch510': 2753, 'ch410': 405, 'ch620': 7200, 'ch470': 1812, 'ch550': 3891, 'ch440': 1492}",3abf63c4,2025-02-19 06:50:56.899
"{'R': 258.0, 'Y': 20.0, 'B': 20.0, 'well': 'C4'}","{'ch583': 5294, 'ch670': 6057, 'ch510': 2722, 'ch410': 423, 'ch620': 7712, 'ch470': 1822, 'ch550': 3909, 'ch440': 1531}",50040952,2025-02-19 06:52:59.459
"{'R': 28.0, 'Y': 184.0, 'B': 87.0, 'well': 'C5'}","{'ch583': 5318, 'ch670': 6185, 'ch510': 3241, 'ch410': 443, 'ch620': 7721, 'ch470': 2015, 'ch550': 4346, 'ch440': 1597}",930373c5,2025-02-19 06:55:01.628
"{'R': 48.0, 'Y': 78.0, 'B': 173.0, 'well': 'C6'}","{'ch583': 5145, 'ch670': 6054, 'ch510': 3248, 'ch410': 446, 'ch620': 7465, 'ch470': 2077, 'ch550': 4290, 'ch440': 1692}",7bdfd4e0,2025-02-19 06:57:03.737
"{'R': 166.0, 'Y': 63.0, 'B': 70.0, 'well': 'C7'}","{'ch583': 5495, 'ch670': 6338, 'ch510': 3102, 'ch410': 452, 'ch620': 7966, 'ch470': 2005, 'ch550': 4330, 'ch440': 1638}",5940c3ce,2025-02-19 06:59:05.260
"{'R': 47.0, 'Y': 129.0, 'B': 123.0, 'well': 'C8'}","{'ch583': 5427, 'ch670': 6287, 'ch510': 3351, 'ch410': 457, 'ch620': 7851, 'ch470': 2095, 'ch550': 4481, 'ch440': 1660}",912b5920,2025-02-19 07:01:06.471
"{'R': 37.0, 'Y': 34.0, 'B': 228.0, 'well': 'C9'}","{'ch583': 5223, 'ch670': 6105, 'ch510': 3414, 'ch410': 466, 'ch620': 7512, 'ch470': 2233, 'ch550': 4417, 'ch440': 1868}",3e7a310b,2025-02-19 07:03:07.172
"{'R': 38.0, 'Y': 231.0, 'B': 30.0, 'well': 'C10'}","{'ch583': 6042, 'ch670': 6726, 'ch510': 3604, 'ch410': 492, 'ch620': 8595, 'ch470': 2217, 'ch550': 4919, 'ch440': 1717}",73f36580,2025-02-19 07:05:07.750
"{'R': 217.0, 'Y': 37.0, 'B': 45.0, 'well': 'C11'}","{'ch583': 6392, 'ch670': 7103, 'ch510': 3392, 'ch410': 509, 'ch620': 9118, 'ch470': 2221, 'ch550': 4880, 'ch440': 1811}",418565d1,2025-02-19 07:07:07.838
