Command,Sensor Data,Experiment ID,timestamp
"{'R': 50, 'Y': 100, 'B': 150, 'well': 'B1'}","{'ch583': 6085, 'ch670': 6391, 'ch510': 3850, 'ch410': 500, 'ch620': 8208, 'ch470': 2442, 'ch550': 5176, 'ch440': 2017}",192eb9db,2025-02-14 17:27:25.546
"{'R': 298, 'Y': 1, 'B': 1, 'well': 'B2'}","{'ch583': 6560, 'ch670': 6843, 'ch510': 3391, 'ch410': 504, 'ch620': 9074, 'ch470': 2250, 'ch550': 4883, 'ch440': 1913}",cd813b4a,2025-02-14 17:31:12.551
"{'R': 1, 'Y': 298, 'B': 1, 'well': 'B3'}","{'ch583': 7158, 'ch670': 7215, 'ch510': 4231, 'ch410': 541, 'ch620': 9617, 'ch470': 2420, 'ch550': 5960, 'ch440': 1895}",f4785120,2025-02-14 17:33:35.298
"{'R': 10, 'Y': 10, 'B': 10, 'well': 'D4'}","{'ch583': 4798, 'ch670': 5563, 'ch510': 2860, 'ch410': 410, 'ch620': 6971, 'ch470': 1867, 'ch550': 3869, 'ch440': 1555}",93e937c4,2025-02-22 02:07:18.408
"{'R': 10.0, 'Y': 50.0, 'B': 90.0, 'well': 'D5'}","{'ch583': 4644, 'ch670': 5628, 'ch510': 2997, 'ch410': 416, 'ch620': 6873, 'ch470': 1922, 'ch550': 3888, 'ch440': 1525}",d0ef373d,2025-02-22 02:09:15.810
"{'R': 10.0, 'Y': 90.0, 'B': 50.0, 'well': 'D6'}","{'ch583': 4846, 'ch670': 5795, 'ch510': 3078, 'ch410': 423, 'ch620': 7142, 'ch470': 1900, 'ch550': 4067, 'ch440': 1459}",717d9d08,2025-02-22 02:11:14.600
"{'R': 10.0, 'Y': 10.0, 'B': 50.0, 'well': 'D7'}","{'ch583': 4872, 'ch670': 5840, 'ch510': 3127, 'ch410': 441, 'ch620': 7166, 'ch470': 2036, 'ch550': 4109, 'ch440': 1684}",6745eef2,2025-02-22 02:13:11.137
"{'R': 10.0, 'Y': 50.0, 'B': 10.0, 'well': 'D8'}","{'ch583': 5492, 'ch670': 6243, 'ch510': 3294, 'ch410': 462, 'ch620': 7888, 'ch470': 2055, 'ch550': 4520, 'ch440': 1607}",4043489a,2025-02-22 02:15:07.455
"{'R': 10.0, 'Y': 50.0, 'B': 50.0, 'well': 'D9'}","{'ch583': 5302, 'ch670': 6201, 'ch510': 3345, 'ch410': 461, 'ch620': 7705, 'ch470': 2101, 'ch550': 4460, 'ch440': 1650}",33af0fd6,2025-02-22 02:17:04.192
"{'R': 10.0, 'Y': 90.0, 'B': 90.0, 'well': 'D10'}","{'ch583': 5261, 'ch670': 6202, 'ch510': 3417, 'ch410': 462, 'ch620': 7661, 'ch470': 2117, 'ch550': 4497, 'ch440': 1619}",626bd820,2025-02-22 02:19:02.639
"{'R': 10.0, 'Y': 10.0, 'B': 10.0, 'well': 'D11'}","{'ch583': 6192, 'ch670': 6884, 'ch510': 3722, 'ch410': 528, 'ch620': 8769, 'ch470': 2409, 'ch550': 5121, 'ch440': 1986}",b668e782,2025-02-22 02:20:56.852
"{'R': 50.0, 'Y': 50.0, 'B': 90.0, 'well': 'D12'}","{'ch583': 6406, 'ch670': 7165, 'ch510': 3847, 'ch410': 544, 'ch620': 9053, 'ch470': 2510, 'ch550': 5326, 'ch440': 2034}",ce5b666a,2025-02-22 02:22:54.270
"{'R': 50.0, 'Y': 90.0, 'B': 50.0, 'well': 'E1'}","{'ch583': 4708, 'ch670': 5328, 'ch510': 2701, 'ch410': 384, 'ch620': 6715, 'ch470': 1716, 'ch550': 3744, 'ch440': 1360}",cd14da9d,2025-02-22 02:24:55.578
"{'R': 50.0, 'Y': 10.0, 'B': 90.0, 'well': 'E2'}","{'ch583': 4141, 'ch670': 4956, 'ch510': 2513, 'ch410': 361, 'ch620': 6070, 'ch470': 1660, 'ch550': 3369, 'ch440': 1395}",3066c026,2025-02-22 02:26:55.556
"{'R': 50.0, 'Y': 90.0, 'B': 10.0, 'well': 'E3'}","{'ch583': 4538, 'ch670': 5264, 'ch510': 2571, 'ch410': 369, 'ch620': 6601, 'ch470': 1636, 'ch550': 3549, 'ch440': 1283}",21565ecb,2025-02-22 02:28:55.113
"{'R': 50.0, 'Y': 10.0, 'B': 50.0, 'well': 'E4'}","{'ch583': 4659, 'ch670': 5503, 'ch510': 2763, 'ch410': 406, 'ch620': 6815, 'ch470': 1822, 'ch550': 3731, 'ch440': 1548}",7bb75ba5,2025-02-22 02:30:53.698
"{'R': 50.0, 'Y': 50.0, 'B': 10.0, 'well': 'E5'}","{'ch583': 5276, 'ch670': 6046, 'ch510': 2950, 'ch410': 436, 'ch620': 7646, 'ch470': 1902, 'ch550': 4103, 'ch440': 1541}",1a800086,2025-02-22 02:32:51.855
"{'R': 50.0, 'Y': 90.0, 'B': 90.0, 'well': 'E6'}","{'ch583': 4810, 'ch670': 5782, 'ch510': 2961, 'ch410': 420, 'ch620': 7092, 'ch470': 1895, 'ch550': 3953, 'ch440': 1510}",7aa1423f,2025-02-22 02:34:52.243
"{'R': 50.0, 'Y': 10.0, 'B': 10.0, 'well': 'E7'}","{'ch583': 5336, 'ch670': 6146, 'ch510': 3002, 'ch410': 447, 'ch620': 7758, 'ch470': 1960, 'ch550': 4179, 'ch440': 1627}",632509ff,2025-02-22 02:36:48.712
"{'R': 90.0, 'Y': 50.0, 'B': 90.0, 'well': 'E8'}","{'ch583': 4742, 'ch670': 5783, 'ch510': 2813, 'ch410': 419, 'ch620': 7064, 'ch470': 1848, 'ch550': 3826, 'ch440': 1510}",a067ed62,2025-02-22 02:38:48.474
"{'R': 90.0, 'Y': 90.0, 'B': 50.0, 'well': 'E9'}","{'ch583': 5180, 'ch670': 6108, 'ch510': 2983, 'ch410': 441, 'ch620': 7614, 'ch470': 1942, 'ch550': 4132, 'ch440': 1559}",b7de0f0c,2025-02-22 02:40:48.153
"{'R': 90.0, 'Y': 10.0, 'B': 90.0, 'well': 'E10'}","{'ch583': 5326, 'ch670': 6216, 'ch510': 3062, 'ch410': 460, 'ch620': 7750, 'ch470': 2048, 'ch550': 4287, 'ch440': 1704}",be142174,2025-02-22 02:42:46.253
"{'R': 90.0, 'Y': 90.0, 'B': 10.0, 'well': 'E11'}","{'ch583': 6136, 'ch670': 6835, 'ch510': 3334, 'ch410': 499, 'ch620': 8753, 'ch470': 2187, 'ch550': 4783, 'ch440': 1748}",a3805278,2025-02-22 02:44:44.230
"{'R': 90.0, 'Y': 10.0, 'B': 50.0, 'well': 'E12'}","{'ch583': 6691, 'ch670': 7334, 'ch510': 3719, 'ch410': 555, 'ch620': 9417, 'ch470': 2490, 'ch550': 5317, 'ch440': 2089}",a3f613ac,2025-02-22 02:46:40.865
"{'R': 90.0, 'Y': 50.0, 'B': 10.0, 'well': 'F1'}","{'ch583': 4778, 'ch670': 5323, 'ch510': 2485, 'ch410': 378, 'ch620': 6794, 'ch470': 1637, 'ch550': 3572, 'ch440': 1338}",c9bd8d90,2025-02-22 02:48:41.254
"{'R': 90.0, 'Y': 50.0, 'B': 50.0, 'well': 'F2'}","{'ch583': 4258, 'ch670': 5030, 'ch510': 2291, 'ch410': 350, 'ch620': 6261, 'ch470': 1510, 'ch550': 3229, 'ch440': 1234}",18a93120,2025-02-22 02:50:42.363
