sis_id,Pool_index,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y,score,ucb_norm,d_norm,cs_norm,coverage_norm,y_pred,y_uncert,scientist_id,community_score
ansarir5,218,0.0,0.0,0.0,-0.842946544,-0.842946544,6.283185307,0.0,0.0,19.3527,0.497377464,3.28159,0.151050301,0.9032796508923548,0.9999999965415826,0.004189571973035232,5.518098704268003e-136,0.1228070162511542,0.8252936220793811,0.22681455592675848,proposals_7,9.4409
ansarir5,2452,220.5,0.568800092,0.142200023,-0.146799862,-0.431199908,6.283185307,0.0,0.0,18.619,0.574352548,3.2933,0.125434309,0.8955850959032248,0.9942205436318705,0.006960202958601756,1.2462092140137933e-132,0.017543859464450598,0.8585805430834155,0.2018154632307952,proposals_6,32141.838
ansarir5,10714,40.58365545,0.140039359,0.995249668,-0.22693328,0.247871375,1.69483062,0.144802594,0.03424302,26.6681,0.77492241,2.317,0.73145945,0.888178125730328,0.9851966029558491,0.03002366140127553,2.1531609562417824e-136,0.0,0.7406889604477345,0.2477149108190899,proposals_11,0.7608636130518278
ansarir5,7294,50.61584185,0.169299221,0.970515166,0.290900774,0.07700292,2.467280679,0.431764981,0.037006195,27.2995,0.825671174,2.89202,0.565419512,0.8796438998965348,0.9769106971019854,0.007100408558289135,1.5125546164966651e-136,0.0027700830733342996,0.9920347188581955,0.11006270021517187,proposals_1,-0.891614606481039
ansarir5,9683,57.81012882,0.206605873,0.864742554,-0.222063249,0.10218341,1.847352602,0.117587425,0.034441314,26.7891,0.83724784,2.5916,0.661775056,0.8771768097180113,0.926886152927645,0.3595854469257746,2.0137047822928488e-136,0.9999999894736843,0.5398184530971524,0.2638479509266554,"proposals_3,proposals_9",0.40112897458151586
ansarir5,10335,43.9534887,0.124448034,0.963933004,-0.217114896,0.220080848,1.531243353,0.135964003,0.036937763,26.145,0.804061315,2.5415,0.708513792,0.8769988859014894,0.974178576289313,0.004763344822153908,2.153388228517582e-136,0.0,0.9420917523569448,0.1310842254028541,proposals_11,0.761449874008614
ansarir5,1591,160.0,0.0,0.0,0.522650419,0.940770754,0.0,3.141592654,0.157894737,19.5489,0.904605263,3.3441,0.245861879,0.8753094827068644,0.9268861518293764,0.8222389212085117,4.445974215332528e-136,0.0,0.5398184499215137,0.2638479509266554,proposals_5,6.6752977
ansarir5,2298,240.0,0.0,0.0,0.990800323,0.990800323,6.283185307,0.0,0.0,19.4968,0.603070175,3.35992,0.148758475,0.8748376646652548,0.9268861471881513,0.7338552763283446,6.2338710228849874e-133,0.15789473518005545,0.5398184365014309,0.26384795092665514,"proposals_6,proposals_7",16075.8094515
ansarir5,421,0.0,0.0,0.426600069,0.279800208,-0.431199908,6.283185307,0.0,0.0,19.4365,0.945992432,3.2117,0.139148212,0.8748164970738521,0.9268861529139053,0.7509756809011694,5.518099479596031e-136,0.1228070162511542,0.5398184530574242,0.2638479509266554,proposals_7,9.440902
ansarir5,10462,50.51130766,0.122545822,0.952017082,-0.245676823,0.210091439,1.644155758,0.10209601,0.038085077,26.0573,0.738794606,2.2985,0.715629184,0.8744311717211696,0.926886152927645,0.8046726817257817,2.152202528418595e-136,0.0,0.5398184530971524,0.2638479509266554,proposals_11,0.7583912973650336
ansarir5,609,0.0,0.0,0.0,-0.977563792,-0.977563792,6.283185307,0.0,0.0,19.4649,0.497377464,3.39033,0.150287805,0.8703953718097605,0.926886152927645,0.7024255832457735,3.980180520899049e-132,0.04306220050365148,0.5398184530971524,0.2638479509266554,proposals_8,102666.086
ansarir5,10201,33.63499459,0.112281823,0.959243367,-0.223808065,0.202955172,1.608961737,0.125670896,0.032100088,28.2552,0.844579065,2.9826,0.721310478,0.8702136534352004,0.9388144752800409,0.005612513663271599,1.0,0.0,0.5749044513539039,0.2635502993812595,proposals_10,2.57955333409649e+136
ansarir5,276,0.0,0.0,0.0,-0.737692055,-0.962527436,6.283185307,0.0,0.0,19.6551,0.530171583,3.3076,0.156413504,0.8689616490880467,0.926886152927645,0.6631184867118335,1.990367212096959e-132,0.06432748470298554,0.5398184530971524,0.2638479509266554,"proposals_7,proposals_8",51337.7904505
ansarir5,9438,69.50850742,0.026088433,0.704919052,-0.250516952,-0.016068696,2.566351913,0.266112897,0.035544436,26.4758,0.883889446,2.3765,0.601344466,0.8686126419669933,0.926886152927645,0.6869170451055888,2.1701157029053865e-136,0.0027700830733342996,0.5398184530971524,0.2638479509266554,proposals_9,0.8045992863366882
ansarir5,11652,48.62357074,0.191025487,0.956387445,-0.229819351,0.214080724,1.589884459,0.102056118,0.032960636,26.1657,0.793734701,2.2614,0.692772277,0.867787216117493,0.926886152927645,0.6229213897155675,1.542057852304703e-137,0.09774435987336763,0.5398184530971524,0.2638479509266554,proposals_2,-4.395547863039822
ansarir5,7068,27.06816824,0.47715897,0.935126817,-0.144648507,0.135655105,2.498124849,0.498188885,0.036222592,27.4962,0.918150875,2.5463,0.64381946,0.8674418519515714,0.9268861529274491,0.6635012448006742,2.2350922267251232e-136,0.0027700830733342996,0.5398184530965865,0.2638479509266554,proposals_13,0.9722096949938904
ansarir5,13155,13.60685644,0.839604438,0.892647383,0.109489131,0.540390823,1.62524086,0.003750574,0.031849724,20.0444,0.45016104,2.7048,0.330025505,0.8672077911741884,0.9352520356566709,0.00961918692684917,1.877516709481284e-136,0.9999999894736843,0.5641839769475694,0.2637601468034151,"proposals_1,proposals_12",0.04982457729626755
ansarir5,2251,160.0,0.426600069,0.284400046,-0.146799862,0.564200254,6.283185307,0.0,0.0,19.2259,0.904605263,3.379,0.193518707,0.8670135510778878,0.926886152927645,0.6475483391279213,1.2462158043020326e-132,0.017543859464450598,0.5398184530971524,0.2638479509266554,proposals_6,32142.008
ansarir5,2968,30.44802088,0.284400046,1.137600185,0.422000231,0.706400277,0.0,0.25,0.026315789,19.3245,0.605,2.094,0.364353369,0.8669363034079833,0.926886152927638,0.6547753154621812,2.2458655279159836e-136,0.0,0.5398184530971324,0.2638479509266554,proposals_4,1.0
ansarir5,9602,81.39421235,0.414017685,0.99186801,0.343041563,0.368765789,0.487923029,0.890652965,0.014822251,19.2569,0.927460407,2.2125,0.483092549,0.8662053598677878,0.9068433144846519,0.9995424950953528,2.16405587393631e-136,0.0027700830733342996,0.48372428968595615,0.2629181400494087,proposals_9,0.7889676343154521
